job_zone,education,isco08,Name_de,Berufshauptgruppe,s10,s1,s4,s11,s22,s6,s19,s18,s3,s15,s2,s31,s32,s16,s25,s23,s30,s5,s7,s12,s13,s24,s35,s21,s28,s29,s33,s8,s9,s14,s17,s20,s26,s27,s34,a1,a6,a11,a4,a8,a20,a35,a42,a51,a52,a7,a29,a45,a47,a17,a26,a27,a48,a13,a16,a21,a23,a32,a37,a50,a2,a5,a3,a25,a38,a10,a15,a18,a30,a46,a9,a12,a14,a19,a22,a24,a31,a33,a34,a36,a39,a41,a43,a44,a28,a40,a49,fo_probability,fo_computerisation
2,2,1349,"Führungskräfte in der Erbringung von spezialisierten Dienstleistungen, anderweitig nicht genannt",1,75,75,56,72,50,75,60,47,72,63,75,25,16,53,0,41,66,75,60,50,50,19,13,50,53,47,44,78,75,56,47,66,6,0,0,75,53,69,69,78,16,35,25,16,0,63,0,0,0,28,0,0,0,75,66,50,31,44,22,0,75,75,35,22,0,44,75,53,3,3,60,75,72,53,0,0,10,0,0,0,53,13,0,69,22,13,3,0.25,na
2,2,1431,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",1,75,75,56,72,50,75,60,47,72,63,75,25,16,53,0,41,66,75,60,50,50,19,13,50,53,47,44,78,75,56,47,66,6,0,0,75,53,69,69,78,16,35,25,16,0,63,0,0,0,28,0,0,0,75,66,50,31,44,22,0,75,75,35,22,0,44,75,53,3,3,60,75,72,53,0,0,10,0,0,0,53,13,0,69,22,13,3,0.091,na
2,2,1439,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt",1,75,75,56,72,50,75,60,47,72,63,75,25,16,53,0,41,66,75,60,50,50,19,13,50,53,47,44,78,75,56,47,66,6,0,0,75,53,69,69,78,16,35,25,16,0,63,0,0,0,28,0,0,0,75,66,50,31,44,22,0,75,75,35,22,0,44,75,53,3,3,60,75,72,53,0,0,10,0,0,0,53,13,0,69,22,13,3,0.25,na
2,2,3323,Einkäufer,3,60,60,53,53,16,53,50,50,69,60,72,22,13,60,0,31,50,72,53,38,38,19,16,22,44,47,31,56,53,53,50,41,0,0,3,75,50,60,66,60,22,41,22,3,0,60,13,0,0,47,13,13,0,60,50,38,31,38,25,0,66,66,35,25,0,47,56,28,19,0,50,66,53,50,13,22,19,22,19,0,53,19,0,53,28,0,3,0.29,na
1,3,7522,Möbeltischler und verwandte Berufe,7,50,47,41,35,10,53,25,35,47,25,50,53,16,31,47,63,47,50,50,31,31,22,50,50,19,19,60,47,44,44,38,31,50,16,47,50,47,50,47,56,66,47,50,28,41,72,28,19,44,35,47,50,56,50,50,47,41,50,50,22,50,53,28,50,25,50,44,63,72,19,47,53,53,50,47,72,66,44,56,19,44,69,6,47,72,41,50,0.87,na
2,2,2411,"Wirtschaftsprüfer, Steuerberater und verwandte Berufe",2,63,72,50,56,6,53,53,47,75,38,69,0,22,38,0,22,69,69,50,47,47,19,0,41,53,31,6,66,50,56,44,47,0,0,0,69,47,60,63,69,13,28,13,0,0,60,0,0,0,38,0,0,0,72,53,47,31,47,25,0,75,75,41,22,0,50,72,28,0,0,53,72,69,41,0,0,0,3,0,0,75,0,0,75,16,3,0,0.94,1
1,3,7511,"Metzger, Fischhändler und -verarbeiter und verwandte Berufe",7,47,50,50,31,6,50,35,50,53,44,50,35,3,44,16,38,35,50,50,41,31,10,25,19,28,31,41,47,47,38,41,35,13,0,16,53,28,50,50,53,50,50,41,13,35,63,25,10,41,47,38,44,47,44,53,44,31,44,41,10,53,47,25,47,13,50,28,47,63,13,31,44,53,47,25,56,47,41,47,13,41,53,10,38,50,44,38,0.6,na
2,2,2422,Spezialisten in der strategischen Planung in Politik und Wirtschaft,2,75,72,60,72,3,63,72,60,69,53,75,3,25,53,0,25,44,72,60,53,53,22,13,44,44,44,35,75,66,69,50,66,6,0,0,75,72,66,66,78,13,25,22,0,0,56,0,0,0,41,0,0,0,75,66,63,44,47,25,0,75,72,38,25,0,50,75,41,0,0,72,72,72,41,0,0,0,0,0,0,44,0,0,44,19,6,0,0.23,na
3,6,3259,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",3,56,66,66,53,50,69,35,56,72,41,69,53,16,44,38,69,41,69,50,50,47,19,38,16,19,22,44,53,50,53,38,31,25,0,31,75,38,66,66,78,47,47,25,0,25,75,19,0,28,50,22,31,31,66,50,56,50,60,41,0,75,63,41,38,0,53,63,44,53,0,47,66,63,47,25,56,44,25,31,0,38,53,3,41,53,28,25,0.028,na
3,3,3152,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen",3,60,56,53,53,22,63,44,47,60,47,63,66,22,50,53,60,35,60,53,53,47,28,47,16,38,44,53,56,56,53,56,38,41,10,50,72,44,63,66,69,53,50,60,69,16,66,53,38,56,56,41,50,56,63,56,60,50,63,47,41,72,66,41,53,41,56,60,56,60,41,44,69,63,69,35,66,56,35,47,56,38,66,19,38,53,35,53,0.029,na
3,6,2320,Lehrkräfte im Bereich Berufsbildung,2,56,72,56,66,22,66,44,50,75,50,72,31,13,50,22,35,31,69,50,75,75,22,31,38,25,25,31,56,53,72,47,44,31,3,19,75,50,66,69,69,31,28,25,13,10,56,25,13,25,47,25,25,25,56,47,44,25,28,31,16,75,72,47,31,10,50,72,41,38,16,47,66,56,47,25,44,28,25,25,13,28,41,0,28,47,25,25,0.0088,na
1,3,7115,"Zimmerleute, Bautischler, Storenmonteure, Bootbauer",7,50,53,44,47,10,60,38,44,60,38,53,47,13,38,31,47,50,60,50,41,44,19,35,19,22,35,53,50,56,50,41,41,44,31,35,60,47,50,50,72,63,41,44,41,19,66,44,19,41,44,47,44,53,56,53,50,38,50,41,22,60,50,38,47,50,53,44,72,66,28,41,63,63,60,35,63,60,41,60,22,44,53,16,47,66,44,44,0.72,na
1,3,7122,Boden- und Fliesenleger,7,47,41,47,25,0,53,25,41,47,31,47,38,0,35,19,41,50,50,50,38,35,16,28,25,13,25,50,44,53,41,38,28,31,10,22,53,31,56,44,66,66,47,50,31,41,63,44,16,22,44,50,66,28,47,44,47,25,44,35,19,50,41,28,31,19,50,35,56,56,25,38,50,50,50,47,56,53,53,63,25,47,47,13,47,53,31,25,0.75,na
2,8,2165,Kartografen und Vermessungsingenieure,2,53,75,50,63,22,53,47,44,60,35,53,10,22,35,10,22,47,63,50,44,47,16,19,16,16,16,28,53,50,56,31,44,13,0,6,63,50,53,53,53,25,47,31,10,0,72,0,0,0,41,13,13,3,66,53,60,44,50,19,0,72,75,38,31,0,50,63,56,31,0,50,63,56,56,0,47,6,0,0,0,47,44,0,50,47,10,3,0.38,1
2,2,2145,Chemieingenieure,2,72,72,50,56,81,56,72,47,60,50,66,31,35,50,0,53,72,75,50,50,47,44,50,66,38,41,47,78,50,69,44,69,28,0,0,69,69,53,56,75,16,50,28,3,0,66,0,0,16,38,0,0,16,72,75,63,50,60,35,0,75,78,44,41,0,56,56,56,3,0,69,75,75,56,0,19,0,0,0,0,69,16,0,75,25,16,0,0.017,na
3,6,3434,"Küchenchefs, stv. Küchenchefs und Souschefs",3,66,53,66,53,16,72,50,60,69,56,72,31,13,53,25,50,53,69,72,56,53,19,25,38,50,53,56,56,75,53,66,47,28,0,22,75,60,69,72,75,53,50,25,16,25,60,25,13,28,53,28,44,31,63,53,50,31,53,28,10,75,56,47,31,13,56,53,53,56,16,56,75,66,44,25,53,44,31,31,16,53,31,19,53,53,28,25,0.1,na
5,1,7114,"Betonierer, Betonoberflächenfertiger und verwandte Berufe",7,50,35,38,25,6,56,25,31,50,25,53,47,3,28,25,44,41,50,53,38,35,19,35,10,19,22,53,50,53,28,38,25,28,10,22,53,28,53,50,56,69,44,50,35,47,66,38,19,50,31,56,60,50,50,53,44,28,47,31,19,53,28,25,41,28,53,28,56,72,22,28,56,56,53,50,63,66,56,53,35,31,63,22,35,53,31,38,0.83,na
1,3,8131,Bediener von Anlagen und Maschinen für chemische Erzeugnisse,8,60,60,44,50,41,69,44,38,60,25,53,72,16,28,44,72,47,60,50,41,44,19,50,25,13,25,50,53,50,50,38,44,35,0,35,69,31,53,53,69,47,50,44,28,22,69,38,19,53,47,28,41,56,53,50,53,41,63,41,19,69,66,41,50,22,53,56,50,56,25,38,56,60,60,28,53,60,31,47,25,35,69,6,44,50,25,44,0.76,na
3,2,3111,Chemo- und Physikotechniker,3,53,75,47,72,78,72,50,44,72,41,60,50,13,41,47,56,50,75,53,50,53,25,47,38,19,31,53,53,50,60,38,53,44,0,44,66,50,56,60,69,31,50,22,10,22,75,19,0,28,41,25,25,28,69,66,53,50,50,28,0,69,75,44,41,6,53,72,53,53,0,50,66,69,47,25,53,47,22,28,0,50,53,0,53,53,28,22,0.61,na
2,2,2113,Chemiker,2,56,75,50,69,78,63,53,38,69,28,72,31,28,38,44,50,69,75,50,50,50,16,47,38,22,31,56,66,50,66,44,53,38,0,28,75,50,56,53,72,31,53,25,3,0,72,16,0,16,44,10,19,22,75,72,60,41,53,28,0,75,75,44,25,6,50,75,50,44,0,53,75,72,41,10,50,31,16,19,0,66,41,0,69,50,22,19,0.021,na
1,3,3133,Steuerer von chemischen Verfahrensanlagen,3,56,56,41,50,47,66,41,38,60,31,53,75,19,35,44,78,41,63,56,41,47,0,47,28,22,22,66,56,47,56,44,47,28,0,44,66,28,53,53,69,44,53,38,16,22,69,38,10,47,47,25,41,56,53,50,53,47,63,60,13,66,56,41,56,13,69,53,44,53,13,35,66,63,63,28,60,47,35,41,25,47,63,0,44,50,44,35,0.85,na
4,7,1112,Leitende Verwaltungsbedienstete,1,72,75,72,78,28,69,72,56,75,53,75,25,22,72,0,25,47,78,60,56,60,22,0,47,47,31,22,75,69,69,53,72,3,0,0,75,72,75,75,72,10,28,25,0,0,53,0,0,0,41,0,0,0,72,53,47,35,31,25,0,75,75,35,25,0,53,78,44,0,0,72,72,66,47,0,0,13,0,0,0,47,13,0,44,19,3,0,0.003,na
4,7,1113,Traditionelle Dorf- und Stammeshäuptlinge,1,72,75,72,78,28,69,72,56,75,53,75,25,22,72,0,25,47,78,60,56,60,22,0,47,47,31,22,75,69,69,53,72,3,0,0,75,72,75,75,72,10,28,25,0,0,53,0,0,0,41,0,0,0,72,53,47,35,31,25,0,75,75,35,25,0,53,78,44,0,0,72,72,66,47,0,0,13,0,0,0,47,13,0,44,19,3,0,0.015,0
4,7,1120,Geschäftsführer und Vorstände,1,72,75,72,78,28,69,72,56,75,53,75,25,22,72,0,25,47,78,60,56,60,22,0,47,47,31,22,75,69,69,53,72,3,0,0,75,72,75,75,72,10,28,25,0,0,53,0,0,0,41,0,0,0,72,53,47,35,31,25,0,75,75,35,25,0,53,78,44,0,0,72,72,66,47,0,0,13,0,0,0,47,13,0,44,19,3,0,0.015,0
2,2,2635,Sozialarbeiter,2,75,75,78,69,31,72,53,75,97,69,88,25,10,69,0,28,25,78,69,53,53,13,13,41,10,10,19,72,69,60,47,47,0,0,0,91,53,72,75,81,25,28,22,13,3,63,19,13,13,47,22,16,25,72,53,47,41,41,28,13,85,78,41,35,19,50,78,31,3,13,53,72,63,44,19,25,25,19,22,13,25,22,0,28,22,10,22,0.0031,na
1,3,5311,Kinderbetreuer,5,50,50,56,50,3,63,35,60,53,44,53,0,0,47,0,22,28,53,47,50,50,19,22,3,0,6,25,50,53,50,31,35,0,0,0,69,47,53,50,66,35,38,25,6,19,50,25,0,0,50,28,44,3,50,50,47,41,41,25,3,72,53,41,31,10,50,50,44,28,0,50,53,50,53,31,38,28,28,35,0,25,0,3,25,41,10,3,0.084,0
2,2,2653,Tänzer und Choreografen,2,66,66,69,53,13,72,44,56,75,50,75,0,6,50,0,13,22,69,66,78,63,19,0,47,19,22,13,53,72,60,56,47,0,0,0,75,75,63,72,69,69,28,28,31,47,53,72,3,6,44,63,66,13,60,53,41,28,41,28,0,78,69,53,31,31,53,56,63,28,25,75,69,56,50,85,50,72,69,38,6,25,0,50,25,25,16,25,0.004,na
3,8,3112,Bauführer und Bautechniker,3,53,69,47,56,44,56,47,44,69,38,60,28,22,38,0,35,66,72,47,35,31,19,19,41,28,28,28,53,50,47,31,44,3,0,0,69,50,60,60,69,19,41,28,25,0,72,0,13,13,41,10,0,16,60,56,53,50,47,31,10,72,72,31,38,0,50,66,66,25,10,50,72,60,60,0,28,22,0,0,10,63,25,0,72,38,16,13,0.0036,na
2,2,3315,Schätzer und Schadensgutachter,3,69,78,60,66,10,60,50,53,75,53,72,3,28,47,0,22,47,75,50,38,38,19,16,13,28,19,41,63,56,56,44,47,3,0,0,78,41,63,66,66,35,28,13,10,3,72,0,0,0,41,13,0,0,75,60,56,50,50,22,0,78,85,41,35,0,50,72,38,19,0,44,75,63,47,0,19,0,0,0,0,50,13,0,50,19,25,0,0.9,na
1,3,9112,"Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen",9,31,31,28,22,6,44,31,35,38,25,41,50,3,22,31,47,16,31,44,25,22,6,31,6,6,22,50,28,31,25,25,19,31,10,31,44,16,44,41,50,50,35,35,28,25,66,25,19,28,28,35,56,28,38,35,31,25,31,16,10,47,25,25,28,13,31,25,31,56,22,22,47,44,35,44,47,53,50,31,22,22,50,16,16,50,25,31,0.37,na
1,3,9122,Fahrzeugreiniger,9,31,31,28,22,6,44,31,35,38,25,41,50,3,22,31,47,16,31,44,25,22,6,31,6,6,22,50,28,31,25,25,19,31,10,31,44,16,44,41,50,50,35,35,28,25,66,25,19,28,28,35,56,28,38,35,31,25,31,16,10,47,25,25,28,13,31,25,31,56,22,22,47,44,35,44,47,53,50,31,22,22,50,16,16,50,25,31,0.37,na
1,3,8171,Bediener von Anlagen zur Zellstoff- und Papierherstellung,8,41,44,44,31,13,47,25,28,47,25,47,56,3,25,31,53,25,47,47,28,31,0,31,10,6,10,38,38,44,28,31,25,22,0,19,44,22,47,44,47,50,35,41,16,22,56,25,13,38,35,25,47,35,44,50,35,28,53,31,13,47,31,25,47,13,47,31,35,50,13,25,44,53,44,41,53,50,44,41,22,25,53,3,25,50,25,28,0.67,na
4,7,2636,Geistliche Seelsorger,2,72,72,78,72,10,63,47,75,81,69,94,10,13,72,0,19,22,69,72,75,66,13,0,19,44,44,0,69,69,69,60,50,0,0,0,94,72,75,97,75,22,25,0,3,0,60,0,0,0,47,0,0,0,75,56,50,44,38,22,0,78,75,53,28,0,60,75,25,6,0,72,75,69,50,0,0,6,0,0,0,35,0,0,19,10,19,0,0.0081,0
2,2,3422,"Sportlehrer, Sporttrainer und Sportfunktionäre",3,75,75,75,66,16,78,72,69,75,66,85,16,6,72,0,25,28,75,72,94,78,22,22,44,25,38,41,72,72,72,72,66,22,0,0,91,72,75,75,69,47,41,38,19,13,66,25,0,0,47,38,25,0,69,69,53,44,41,28,3,78,69,44,44,22,53,63,60,35,19,69,69,72,56,25,41,38,41,47,3,25,22,6,31,25,10,0,0.013,na
1,3,9623,"Zählerableser, Automatenbefüller und -kassierer",9,47,47,41,41,16,47,47,47,47,22,47,50,10,25,60,50,25,47,47,22,22,0,56,13,22,25,50,47,41,41,25,44,38,28,63,53,25,47,47,53,35,44,38,22,22,60,22,19,22,41,28,44,22,53,44,47,28,41,28,22,53,50,25,28,13,50,44,53,66,19,28,53,56,47,25,60,56,25,44,22,38,60,6,25,66,25,35,0.85,1
2,2,2163,Produkt- und Textildesigner,2,56,72,53,53,41,53,50,47,75,47,63,25,22,53,0,35,44,69,56,44,44,53,19,56,25,25,44,69,53,50,44,50,22,0,0,69,72,66,63,66,19,56,25,10,0,72,0,0,13,44,16,0,19,60,53,53,31,44,28,0,69,69,38,28,0,53,53,69,28,0,72,69,66,50,0,47,3,0,3,0,44,28,0,44,44,10,0,0.037,na
3,8,7541,Taucher,7,56,56,50,50,38,53,47,44,69,50,66,60,0,47,56,69,28,72,60,53,47,19,56,22,16,25,63,56,56,50,44,41,50,38,56,75,50,66,53,75,53,53,56,50,25,66,50,41,47,53,50,63,53,63,53,56,44,60,47,28,78,56,28,47,28,53,50,53,69,35,50,66,66,56,50,75,72,53,56,35,31,72,13,28,69,25,50,0.18,na
2,2,1212,Führungskräfte im Personalwesen,1,72,75,63,75,0,60,56,53,75,53,75,0,19,50,0,13,50,72,66,50,50,13,0,44,56,22,13,60,53,69,66,56,0,0,0,75,53,66,69,69,19,19,0,0,0,63,0,0,0,28,6,0,0,60,53,38,31,31,16,0,75,75,28,22,0,44,75,25,0,0,56,63,53,28,0,6,0,0,0,0,53,0,0,56,3,13,0,0.0055,na
2,2,1330,Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie,1,72,75,66,69,19,72,66,47,75,50,72,25,44,53,10,47,53,78,60,53,56,38,38,53,50,44,44,69,69,60,66,66,22,0,13,75,56,60,66,75,19,35,19,3,0,69,0,0,6,41,13,0,6,75,56,50,44,44,19,0,75,75,41,25,0,47,69,50,28,0,60,75,69,44,0,31,10,0,0,3,53,25,0,50,28,25,6,0.035,na
1,3,9313,Hilfsarbeiter im Hochbau,9,35,44,41,31,13,41,22,28,53,25,56,53,0,25,38,50,25,44,38,28,28,13,31,16,13,16,28,44,53,28,25,25,41,22,31,56,25,50,50,56,56,44,50,31,25,56,44,19,50,38,53,53,47,47,50,31,28,38,25,22,56,47,25,38,31,50,28,47,72,28,31,50,53,53,41,63,66,53,69,25,22,56,25,25,53,31,47,0.72,na
3,6,7422,Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik,7,50,53,47,50,22,50,44,50,66,44,56,44,28,38,56,53,22,63,56,41,41,25,60,28,19,28,56,60,50,50,38,35,56,50,66,66,44,63,63,66,35,50,28,28,19,72,25,19,25,47,25,38,25,53,50,44,35,47,28,25,69,63,35,28,10,50,50,60,53,22,47,53,60,44,25,53,44,25,28,25,25,53,0,22,63,25,25,0.003,na
2,2,1323,Führungskräfte in der Produktion im Bau,1,69,69,60,56,22,72,53,50,72,66,72,22,13,50,0,47,56,69,72,50,50,16,25,50,56,53,53,69,75,66,75,53,0,0,0,72,50,66,66,75,28,47,28,25,0,69,19,3,0,50,10,13,19,72,60,56,53,53,25,0,72,72,44,47,3,53,69,72,3,3,53,72,78,60,19,6,22,19,19,16,53,19,0,53,19,10,0,0.071,na
2,2,7111,Rohbaufacharbeiter im Hochbau,7,69,69,60,56,22,72,53,50,72,66,72,22,13,50,0,47,56,69,72,50,50,16,25,50,56,53,53,69,75,66,75,53,0,0,0,72,50,66,66,75,28,47,28,25,0,69,19,3,0,50,10,13,19,72,60,56,53,53,25,0,72,72,44,47,3,53,69,72,3,3,53,72,78,60,19,6,22,19,19,16,53,19,0,53,19,10,0,0.071,na
1,3,8111,Bergleute und Grubenarbeiter,8,53,44,44,28,10,50,28,35,50,25,50,72,0,28,60,72,25,56,50,35,35,16,56,22,10,10,47,50,44,44,41,28,35,22,53,53,28,47,47,69,53,50,63,44,31,66,25,41,66,50,44,53,69,53,50,53,41,53,63,41,47,35,28,50,22,63,31,50,60,31,35,53,50,60,41,72,69,44,50,41,22,75,13,22,50,31,53,0.59,na
3,3,7412,Automatiker und verwandte Berufe,7,53,50,47,50,19,53,31,38,53,28,53,50,16,25,53,53,28,60,44,31,38,22,53,16,22,19,53,50,50,47,25,28,47,35,56,63,47,53,50,66,35,44,47,22,22,66,44,19,22,41,28,53,38,53,53,50,28,50,41,25,66,53,25,44,13,50,53,50,56,19,47,60,60,47,31,60,53,28,35,41,28,50,13,31,53,28,35,0.003,na
5,3,9411,Zubereiter von Fast Food und anderen Imbissen,9,35,41,44,25,0,41,25,50,50,28,44,19,0,31,0,28,25,41,38,28,25,6,0,6,16,13,19,25,44,35,25,25,0,0,0,47,25,50,47,47,47,28,6,0,16,53,25,0,13,41,28,28,16,35,28,25,28,28,19,0,66,47,25,25,25,47,35,25,47,0,25,47,53,25,25,41,28,38,31,0,25,19,0,25,28,22,16,0.81,1
1,3,5120,Köche,5,47,47,47,31,6,53,31,35,50,35,50,31,3,35,0,44,38,50,50,28,28,6,25,16,28,31,44,31,50,44,41,31,19,0,0,50,47,53,47,53,50,50,25,13,19,63,22,0,25,47,28,44,28,47,47,47,25,50,38,3,50,44,25,31,16,50,44,47,53,0,47,47,53,44,28,50,44,41,35,0,44,47,10,35,50,38,22,0.3,na
3,2,3351,Fachkräfte im Zolldienst und Grenzschutz,3,66,75,66,72,53,56,44,53,72,41,75,28,13,41,0,28,41,75,50,50,50,13,19,13,16,22,25,56,63,60,47,35,13,0,0,75,50,66,60,72,31,47,25,19,6,75,16,19,16,41,25,31,25,75,56,63,53,53,22,19,75,75,41,25,3,50,75,50,50,16,50,75,72,50,22,50,44,28,31,19,28,44,0,28,50,13,22,0.0044,na
3,2,3353,Fachkräfte in Sozialverwaltung und -versicherung,3,66,75,66,72,53,56,44,53,72,41,75,28,13,41,0,28,41,75,50,50,50,13,19,13,16,22,25,56,63,60,47,35,13,0,0,75,50,66,60,72,31,47,25,19,6,75,16,19,16,41,25,31,25,75,56,63,53,53,22,19,75,75,41,25,3,50,75,50,50,16,50,75,72,50,22,50,44,28,31,19,28,44,0,28,50,13,22,0.08,0
3,2,3354,"Fachkräfte bei staatlichen Pass-, Lizenz- und Genehmigungsstellen",3,66,75,66,72,53,56,44,53,72,41,75,28,13,41,0,28,41,75,50,50,50,13,19,13,16,22,25,56,63,60,47,35,13,0,0,75,50,66,60,72,31,47,25,19,6,75,16,19,16,41,25,31,25,75,56,63,53,53,22,19,75,75,41,25,3,50,75,50,50,16,50,75,72,50,22,50,44,28,31,19,28,44,0,28,50,13,22,0.08,0
1,1,8160,Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln,8,53,50,44,47,19,63,35,35,50,35,53,69,19,38,53,72,35,66,50,44,38,16,53,22,19,22,53,63,47,50,44,31,44,13,53,53,35,50,50,66,53,47,41,22,31,69,31,19,50,35,31,47,53,50,50,44,31,56,31,19,50,50,28,44,16,47,50,44,53,22,47,63,50,47,28,56,50,47,53,25,44,53,3,35,53,41,31,0.61,na
1,3,5413,Gefängnisaufseher,5,56,66,75,50,10,75,44,50,75,56,72,28,13,60,16,44,25,69,50,50,50,16,28,10,13,16,31,56,63,56,38,41,13,0,16,75,31,66,69,75,50,44,41,28,44,66,38,25,28,50,50,50,50,69,47,56,47,50,47,25,75,60,38,50,50,60,50,47,50,28,47,69,56,56,44,50,50,53,50,25,28,47,6,25,47,25,47,0.025,na
1,3,3435,Sonstige Fachkräfte in Gestaltung und Kultur,3,35,47,50,38,0,53,28,47,53,44,53,25,0,44,0,22,13,47,44,38,22,16,16,28,22,25,25,31,53,38,31,35,3,0,0,66,50,50,53,56,35,44,25,0,10,56,22,0,16,25,28,31,25,50,53,38,25,31,28,0,66,50,16,31,16,50,47,38,47,0,53,50,53,38,25,50,31,28,31,13,19,31,0,16,50,25,13,0.61,na
1,3,4412,Postverteiler und -sortierer,4,47,50,44,50,3,44,25,50,56,28,56,41,0,35,19,38,38,50,56,22,28,10,22,10,16,16,22,41,44,41,22,25,3,0,3,66,31,56,53,53,47,31,50,44,31,56,25,25,44,47,35,44,44,50,53,31,25,50,28,22,66,56,28,38,19,47,53,35,53,28,28,50,53,56,41,50,56,44,47,38,25,50,16,28,53,22,50,0.68,na
1,3,8321,Motorradfahrer,8,47,50,44,50,3,44,25,50,56,28,56,41,0,35,19,38,38,50,56,22,28,10,22,10,16,16,22,41,44,41,22,25,3,0,3,66,31,56,53,53,47,31,50,44,31,56,25,25,44,47,35,44,44,50,53,31,25,50,28,22,66,56,28,38,19,47,53,35,53,28,28,50,53,56,41,50,56,44,47,38,25,50,16,28,53,22,50,0.029,na
1,3,9331,Führer von Handwagen und pedalbetriebenen Fahrzeugen,9,47,50,44,50,3,44,25,50,56,28,56,41,0,35,19,38,38,50,56,22,28,10,22,10,16,16,22,41,44,41,22,25,3,0,3,66,31,56,53,53,47,31,50,44,31,56,25,25,44,47,35,44,44,50,53,31,25,50,28,22,66,56,28,38,19,47,53,35,53,28,28,50,53,56,41,50,56,44,47,38,25,50,16,28,53,22,50,0.94,1
1,3,5249,"Verkaufskräfte, anderweitig nicht genannt",5,47,56,53,50,0,50,25,60,69,47,60,25,10,47,16,35,31,53,50,38,28,16,16,0,25,28,16,44,50,44,35,25,16,0,16,72,31,66,66,53,35,25,25,13,13,60,25,13,25,28,25,28,25,47,44,44,28,44,28,16,75,56,35,31,10,50,50,25,25,16,41,47,53,47,25,28,35,25,25,13,47,35,0,41,35,28,25,0.97,na
3,2,2651,Bildende Künstler,2,44,53,53,47,10,50,25,47,53,28,53,31,13,50,22,31,28,50,41,6,31,22,22,41,31,38,38,47,38,47,28,28,35,0,22,53,72,53,53,50,44,50,31,0,6,63,16,0,28,31,31,38,28,47,53,28,25,25,22,0,50,47,25,28,13,47,44,63,69,0,66,50,56,50,25,69,60,28,38,0,35,60,3,38,72,31,28,0.035,na
2,2,2413,Finanzanalysten,2,53,66,50,53,10,50,44,50,63,35,66,6,16,35,0,19,60,72,50,28,35,0,0,38,25,19,16,50,41,66,25,44,0,0,0,75,41,56,53,69,13,19,10,0,0,66,0,0,0,25,0,0,0,72,53,50,44,50,16,0,72,72,35,19,0,47,60,22,16,0,47,69,66,25,0,16,0,0,0,0,69,10,0,69,25,6,0,0.17,na
1,3,5419,"Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt",5,44,31,50,25,0,47,22,44,47,28,53,0,0,28,0,16,16,44,25,22,22,0,10,6,10,13,6,35,44,31,16,19,0,0,0,63,22,50,53,63,47,25,31,25,22,47,22,16,16,44,25,25,44,47,35,25,25,31,31,16,63,35,25,35,13,53,35,22,35,25,22,50,47,53,28,44,31,35,22,28,13,19,6,10,25,13,19,0.08,na
1,3,8112,Bediener von Mineral- und Gesteinsaufbereitungsanlagen,8,50,50,44,47,28,60,47,41,50,35,50,72,10,41,50,75,41,47,50,50,44,13,50,10,19,25,50,47,47,47,41,41,44,6,47,53,28,50,50,60,53,50,44,31,35,66,31,25,66,47,47,47,66,50,56,53,41,60,63,28,53,53,31,56,28,53,44,50,66,25,31,50,56,53,41,66,72,47,53,25,41,66,13,41,50,41,53,0.97,na
5,1,7315,"Glasmacher, -schneider, -schleifer und -veredler",7,44,44,44,28,0,44,25,31,47,25,47,31,0,28,3,31,25,41,47,28,25,0,25,6,6,13,31,38,31,28,31,25,3,0,0,47,25,50,47,44,44,41,25,6,19,60,25,0,35,25,28,35,41,41,50,38,25,41,28,0,50,44,25,25,22,47,31,41,63,0,25,44,53,44,25,53,47,25,50,10,25,50,3,25,47,25,19,0.64,na
5,1,7532,Schnittmustermacher und Zuschneider,7,44,44,44,28,0,44,25,31,47,25,47,31,0,28,3,31,25,41,47,28,25,0,25,6,6,13,31,38,31,28,31,25,3,0,0,47,25,50,47,44,44,41,25,6,19,60,25,0,35,25,28,35,41,41,50,38,25,41,28,0,50,44,25,25,22,47,31,41,63,0,25,44,53,44,25,53,47,25,50,10,25,50,3,25,47,25,19,0.0049,na
3,3,5412,Polizisten (ohne Polizeikommissare),5,66,72,72,66,22,66,41,50,75,50,75,31,13,53,0,35,31,75,50,44,41,13,19,13,19,19,28,53,60,60,44,35,0,0,0,75,41,69,72,75,35,44,44,22,25,75,25,22,25,50,22,31,38,75,47,60,44,56,28,22,75,72,44,44,25,56,66,38,44,22,47,72,60,56,25,38,44,28,38,25,31,38,0,35,47,22,31,0.0044,na
2,2,3212,Medizintechniker im Bereich Labor und Pathologie,3,63,72,50,69,56,53,50,44,66,28,66,28,10,35,19,47,50,72,53,47,47,13,25,25,25,25,47,60,50,56,44,47,16,0,16,72,47,53,53,69,25,53,25,0,0,75,0,0,25,31,6,13,25,72,66,63,41,53,25,0,75,75,31,25,6,56,69,47,44,0,50,72,75,47,0,50,25,0,25,0,50,47,0,50,50,22,19,0.9,na
